YR,STAND,PLOT,SPECIES,DIAM
1979,11,50,7,4.4
1979,11,50,7,8.8
1979,11,50,7,5.0
1979,11,50,7,2.3
1979,11,50,7,4.4
1979,11,50,7,5.0
1979,11,50,3,41.0
1979,11,50,1,15.3
1979,11,50,1,11.0
1979,11,50,1,12.7
1979,11,50,1,17.1
1979,12,51,7,3.9
1979,12,51,7,7.7
1979,12,51,7,4.0
1979,12,51,7,4.5
1979,12,51,7,4.8
1979,12,51,5,12.8
1979,12,51,5,5.5
1979,12,51,5,14.4
1979,12,51,5,2.4
1979,12,51,5,3.6
1979,12,51,5,4.7
1979,12,51,5,2.9
1979,12,51,5,4.2
1979,12,51,5,7.7
1979,12,51,5,9.8
1979,12,51,5,6.2
1979,12,51,5,3.1
1979,12,51,5,7.1
1979,12,51,4,33.8
1979,12,51,4,2.5
1979,12,51,4,17.8
1979,12,51,4,13.0
1979,12,51,4,2.3
1979,12,51,4,4.1
1979,12,51,4,2.3
1979,12,51,4,3.6
1979,12,51,3,2.5
1979,12,51,3,5.1
1979,12,51,3,5.4
1979,12,51,3,40.5
1979,12,51,6,10.1
1979,12,52,5,7.0
1979,12,52,5,7.4
1979,12,52,5,2.3
1979,12,52,5,4.4
1979,12,52,5,4.6
1979,12,52,5,2.4
1979,12,52,5,7.6
1979,12,52,5,8.8
1979,12,52,5,4.2
1979,12,52,5,4.4
1979,12,52,5,16.0
1979,12,52,5,7.0
1979,12,52,5,8.1
1979,12,52,5,12.1
1979,12,52,5,11.4
1979,12,52,4,20.3
1979,12,52,4,4.3
1979,12,52,4,2.5
1979,12,52,4,2.0
1979,12,52,4,17.7
1979,12,52,7,6.2
1979,12,52,7,3.6
1979,12,52,6,29.1
1979,12,52,6,23.8
1979,12,52,6,5.7
1979,12,52,13,5.2
1979,12,53,4,10.3
1979,12,53,4,6.0
1979,12,53,4,2.3
1979,12,53,4,3.0
1979,12,53,4,2.3
1979,12,53,4,3.2
1979,12,53,4,4.0
1979,12,53,4,2.7
1979,12,53,4,3.0
1979,12,53,4,15.1
1979,12,53,4,3.0
1979,12,53,3,3.8
1979,12,53,5,10.8
1979,12,53,5,16.2
1979,12,53,5,6.5
1979,12,53,5,15.9
1979,12,53,5,18.7
1979,12,53,5,14.8
1979,12,53,5,10.3
1979,12,53,5,6.1
1979,12,53,5,2.9
1979,12,53,5,16.8
1979,12,53,5,10.7
1979,12,53,5,5.9
1979,12,53,6,7.9
1979,12,53,6,22.4
1979,12,53,7,2.4
1979,12,54,4,5.1
1979,12,54,4,3.8
1979,12,54,4,4.8
1979,12,54,4,6.3
1979,12,54,4,3.2
1979,12,54,4,2.8
1979,12,54,6,5.5
1979,12,54,6,3.3
1979,12,54,6,8.0
1979,12,54,6,3.6
1979,12,54,6,7.7
1979,12,54,5,4.3
1979,12,54,5,2.2
1979,12,54,5,5.1
1979,12,54,5,11.8
1979,12,54,5,5.9
1979,12,54,5,3.5
1979,12,54,5,4.6
1979,12,54,5,13.3
1979,12,54,5,10.8
1979,12,54,5,4.4
1979,12,54,5,7.3
1979,12,54,5,15.5
1979,12,54,5,17.0
1979,12,54,5,8.2
1979,12,54,5,2.0
1979,12,54,3,3.8
1979,12,54,3,7.1
1979,12,54,3,4.8
1979,12,54,3,23.9
1979,12,55,3,14.8
1979,12,55,3,15.2
1979,12,55,3,5.8
1979,12,55,3,7.3
1979,12,55,3,8.6
1979,12,55,3,3.5
1979,12,55,3,57.6
1979,12,55,3,24.2
1979,12,55,5,2.0
1979,12,55,5,2.3
1979,12,55,5,2.8
1979,12,55,5,4.0
1979,12,55,5,3.4
1979,12,55,6,9.3
1979,12,55,4,2.8
1979,12,55,8,8.6
1979,12,55,7,4.7
1979,12,55,7,2.0
1979,12,55,7,5.0
1979,12,55,13,3.2
1979,12,55,13,3.3
1979,12,55,13,5.6
1979,12,56,6,8.4
1979,12,56,6,5.3
1979,12,56,6,10.3
1979,12,56,6,8.0
1979,12,56,6,10.3
1979,12,56,5,17.7
1979,12,56,5,10.6
1979,12,56,5,11.5
1979,12,56,5,2.6
1979,12,56,5,11.3
1979,12,56,5,8.3
1979,12,56,5,18.7
1979,12,56,5,8.2
1979,12,56,5,9.2
1979,12,56,5,7.7
1979,12,56,5,9.2
1979,12,56,5,16.2
1979,12,56,5,4.0
1979,12,56,5,20.2
1979,12,56,3,8.1
1979,12,56,18,8.1
1979,12,56,7,3.4
1979,12,56,7,7.7
1979,12,56,4,12.6
1979,12,57,5,6.3
1979,12,57,5,2.7
1979,12,57,5,8.6
1979,12,57,5,3.4
1979,12,57,5,2.7
1979,12,57,5,4.7
1979,12,57,7,3.8
1979,12,57,7,2.2
1979,12,57,7,2.6
1979,12,57,4,3.6
1979,12,57,6,8.9
1979,12,57,6,4.1
1979,12,57,6,11.4
1979,12,57,6,15.2
1979,12,57,6,17.2
1979,12,57,6,13.8
1979,12,57,6,35.1
1979,12,57,6,9.4
1979,12,57,13,8.9
1979,12,57,13,8.9
1979,12,57,13,4.0
1979,12,57,13,10.5
1979,12,58,7,6.3
1979,12,58,7,3.3
1979,12,58,7,3.3
1979,12,58,7,6.7
1979,12,58,7,2.4
1979,12,58,7,3.7
1979,12,58,7,3.4
1979,12,58,7,3.9
1979,12,58,7,2.3
1979,12,58,7,3.8
1979,12,58,7,4.7
1979,12,58,7,2.0
1979,12,58,7,3.3
1979,12,58,6,2.9
1979,12,58,6,14.7
1979,12,58,6,2.0
1979,12,58,6,12.2
1979,12,58,6,5.8
1979,12,58,5,29.5
1979,12,58,5,17.6
1979,12,58,5,21.5
1979,12,58,18,2.8
1979,12,58,18,3.3
1979,12,58,12,2.0
1979,12,59,13,3.2
1979,12,59,13,2.0
1979,12,59,7,2.8
1979,12,59,7,3.0
1979,12,59,7,2.0
1979,12,59,7,3.5
1979,12,59,6,6.5
1979,12,59,6,7.3
1979,12,59,6,10.4
1979,12,60,6,3.0
1979,12,60,6,3.4
1979,12,60,6,9.0
1979,12,60,6,6.0
1979,12,60,6,6.2
1979,12,60,6,8.8
1979,12,60,6,16.5
1979,12,60,6,3.5
1979,12,60,6,5.9
1979,12,60,3,5.8
1979,12,60,3,5.0
1979,12,60,3,3.0
1979,12,60,3,2.4
1979,12,60,3,46.1
1979,12,60,3,14.6
1979,12,60,5,2.0
1979,12,60,5,5.1
1979,12,60,5,3.5
1979,12,60,5,10.9
1979,12,60,7,3.6
1979,12,60,4,2.9
1979,13,61,5,19.1
1979,13,61,5,10.9
1979,13,61,5,26.5
1979,13,61,4,16.4
1979,13,61,4,27.9
1979,13,61,4,4.1
1979,13,61,4,2.8
1979,13,61,4,3.9
1979,13,61,6,11.5
1979,13,61,6,10.6
1979,13,61,6,7.4
1979,13,61,13,13.6
1979,13,61,13,19.5
1979,13,61,13,5.8
1979,13,61,13,6.3
1979,13,62,5,4.5
1979,13,62,5,5.4
1979,13,62,5,11.8
1979,13,62,5,17.2
1979,13,62,5,3.7
1979,13,62,5,8.5
1979,13,62,5,21.0
1979,13,62,5,2.6
1979,13,62,5,16.1
1979,13,62,4,4.1
1979,13,62,4,3.2
1979,13,62,4,4.3
1979,13,62,4,2.7
1979,13,62,4,2.1
1979,13,62,4,3.7
1979,13,62,4,2.1
1979,13,62,4,8.1
1979,13,62,4,3.2
1979,13,62,4,4.1
1979,13,62,4,8.5
1979,13,62,4,17.0
1979,13,62,6,35.9
1979,13,62,6,29.1
1979,13,63,5,15.1
1979,13,63,5,2.5
1979,13,63,5,17.6
1979,13,63,5,4.0
1979,13,63,5,23.2
1979,13,63,5,7.8
1979,13,63,5,7.0
1979,13,63,5,9.5
1979,13,63,5,22.0
1979,13,63,5,36.0
1979,13,63,6,12.9
1979,13,63,6,4.2
1979,13,63,13,4.8
1979,13,63,13,5.2
1979,13,63,7,4.7
1979,13,64,6,4.1
1979,13,64,6,2.8
1979,13,64,6,7.3
1979,13,64,6,30.4
1979,13,64,6,19.4
1979,13,64,6,26.9
1979,13,64,4,9.3
1979,13,64,4,2.2
1979,13,64,4,7.0
1979,13,64,4,14.5
1979,13,64,4,6.4
1979,13,64,4,13.5
1979,13,64,4,9.1
1979,13,64,5,2.7
1979,13,64,5,2.2
1979,13,64,5,11.6
1979,13,64,5,11.6
1979,13,64,5,7.9
1979,13,64,5,6.1
1979,13,64,5,11.2
1979,13,64,5,10.8
1979,13,64,5,2.0
1979,13,64,5,8.7
1979,13,64,5,2.8
1979,13,64,5,14.6
1979,13,64,13,2.8
1979,13,64,13,4.4
1979,13,64,13,2.6
1979,13,64,13,6.0
1979,13,65,5,6.7
1979,13,65,5,3.5
1979,13,65,5,5.3
1979,13,65,5,2.1
1979,13,65,5,6.9
1979,13,65,5,22.2
1979,13,65,5,4.5
1979,13,65,5,7.4
1979,13,65,5,4.5
1979,13,65,5,5.9
1979,13,65,5,5.4
1979,13,65,5,7.1
1979,13,65,5,5.5
1979,13,65,5,6.0
1979,13,65,5,13.6
1979,13,65,5,3.1
1979,13,65,5,5.3
1979,13,65,5,2.1
1979,13,65,5,5.2
1979,13,65,5,5.0
1979,13,65,5,5.5
1979,13,65,5,8.4
1979,13,65,4,4.8
1979,13,65,4,9.7
1979,13,65,4,4.2
1979,13,65,4,3.6
1979,13,65,4,49.1
1979,13,65,4,4.9
1979,13,65,4,5.9
1979,13,65,4,2.0
1979,13,65,4,6.2
1979,13,65,4,4.2
1979,13,65,3,23.6
1979,13,65,6,28.0
1979,13,65,6,28.7
1979,14,66,5,14.0
1979,14,66,5,4.3
1979,14,66,5,3.6
1979,14,66,5,2.1
1979,14,66,5,9.8
1979,14,66,5,6.4
1979,14,66,6,10.1
1979,14,67,5,3.3
1979,14,67,5,6.4
1979,14,67,5,2.2
1979,14,67,5,20.0
1979,14,67,5,2.3
1979,14,67,5,3.5
1979,14,67,5,7.8
1979,14,67,5,2.2
1979,14,67,5,4.1
1979,14,67,5,4.5
1979,14,67,5,17.5
1979,14,67,5,2.9
1979,14,67,5,3.7
1979,14,67,5,2.0
1979,14,67,5,4.3
1979,14,67,5,6.2
1979,14,67,5,5.0
1979,14,67,5,4.3
1979,14,67,5,2.6
1979,14,67,5,8.4
1979,14,67,5,3.8
1979,14,67,5,3.6
1979,14,67,5,3.0
1979,14,67,5,4.5
1979,14,67,5,8.1
1979,14,67,5,3.3
1979,14,67,5,5.5
1979,14,67,5,4.6
1979,14,67,5,4.1
1979,14,67,5,11.1
1979,14,67,5,5.3
1979,14,67,5,11.4
1979,14,67,5,3.5
1979,14,67,5,4.6
1979,14,67,5,2.4
1979,14,67,5,2.4
1979,14,67,6,4.5
1979,14,67,6,4.9
1979,14,67,6,2.0
1979,14,67,6,8.7
1979,14,67,4,5.8
1979,14,67,4,13.0
1979,14,67,4,2.6
1979,14,67,13,5.4
1979,14,67,13,4.0
1979,14,68,5,2.1
1979,14,68,5,10.0
1979,14,68,5,4.9
1979,14,68,5,9.6
1979,14,68,5,6.7
1979,14,68,5,3.9
1979,14,68,5,4.2
1979,14,68,5,7.9
1979,14,68,5,5.3
1979,14,68,5,3.1
1979,14,68,5,5.7
1979,14,68,5,2.3
1979,14,68,5,7.2
1979,14,68,5,4.8
1979,14,68,5,3.6
1979,14,68,5,3.4
1979,14,68,5,3.9
1979,14,68,5,4.6
1979,14,68,5,2.7
1979,14,68,5,3.1
1979,14,68,5,4.5
1979,14,68,5,3.1
1979,14,68,5,18.0
1979,14,68,5,4.4
1979,14,68,5,4.7
1979,14,68,5,2.8
1979,14,68,5,3.1
1979,14,68,5,4.7
1979,14,68,5,2.4
1979,14,68,5,2.9
1979,14,68,5,3.1
1979,14,68,5,7.5
1979,14,68,5,10.9
1979,14,68,5,2.8
1979,14,68,5,7.9
1979,14,68,5,2.5
1979,14,68,5,2.2
1979,14,68,5,4.7
1979,14,68,5,2.3
1979,14,68,5,3.9
1979,14,68,5,4.6
1979,14,68,5,3.0
1979,14,68,5,8.2
1979,14,68,5,4.3
1979,14,68,5,8.3
1979,14,68,5,3.3
1979,14,68,5,2.6
1979,14,68,5,3.7
1979,14,68,5,5.0
1979,14,68,5,4.9
1979,14,68,5,3.1
1979,14,68,5,2.5
1979,14,68,5,10.8
1979,14,68,5,2.2
1979,14,68,5,3.5
1979,14,68,5,3.7
1979,14,68,4,2.3
1979,14,68,4,2.6
1979,14,68,6,12.3
1979,14,68,6,3.0
1979,14,68,6,2.5
1979,14,68,13,9.0
1979,14,69,5,5.3
1979,14,69,5,3.8
1979,14,69,5,16.2
1979,14,69,5,8.2
1979,14,69,5,5.0
1979,14,69,5,5.8
1979,14,69,5,5.3
1979,14,69,5,4.2
1979,14,69,5,4.8
1979,14,69,5,3.6
1979,14,69,5,7.3
1979,14,69,5,3.1
1979,14,69,5,12.9
1979,14,69,5,16.6
1979,14,69,5,6.4
1979,14,69,5,4.4
1979,14,69,5,2.8
1979,14,69,5,2.1
1979,14,69,5,5.9
1979,14,69,5,9.9
1979,14,69,5,3.1
1979,14,69,5,2.7
1979,14,69,5,2.8
1979,14,69,5,3.5
1979,14,69,5,2.9
1979,14,69,5,2.2
1979,14,69,5,11.2
1979,14,69,5,5.8
1979,14,69,5,2.6
1979,14,69,5,4.7
1979,14,69,5,5.7
1979,14,69,5,9.5
1979,14,69,5,4.9
1979,14,69,5,4.0
1979,14,69,5,3.0
1979,14,69,5,9.7
1979,14,69,5,4.1
1979,14,69,5,2.7
1979,14,69,5,8.7
1979,14,69,5,12.1
1979,14,69,5,7.4
1979,14,69,5,9.7
1979,14,69,5,5.4
1979,14,69,5,5.5
1979,14,69,5,3.5
1979,14,69,5,14.3
1979,14,69,5,7.3
1979,14,69,5,4.9
1979,14,69,5,2.3
1979,14,69,5,5.0
1979,14,69,4,2.2
1979,14,69,4,4.5
1979,14,69,4,17.3
1979,14,70,5,8.3
1979,14,70,5,3.3
1979,14,70,5,11.6
1979,14,70,5,9.7
1979,14,70,5,9.6
1979,14,70,5,22.9
1979,14,70,5,17.8
1979,14,70,5,5.5
1979,14,70,5,14.3
1979,14,70,5,2.9
1979,14,70,5,6.5
1979,14,70,5,17.2
1979,14,70,4,13.6
1979,15,71,5,3.0
1979,15,71,5,3.1
1979,15,71,5,6.9
1979,15,71,5,2.9
1979,15,71,5,12.7
1979,15,71,5,27.2
1979,15,71,5,11.5
1979,15,71,5,14.5
1979,15,71,5,2.1
1979,15,71,5,27.0
1979,15,71,5,22.5
1979,15,71,5,2.5
1979,15,71,5,7.3
1979,15,71,5,21.3
1979,15,71,5,21.8
1979,15,71,5,3.2
1979,15,71,5,6.5
1979,15,71,5,2.2
1979,15,71,6,24.6
1979,15,72,5,11.8
1979,15,72,5,12.9
1979,15,72,5,3.6
1979,15,72,5,5.3
1979,15,72,5,3.6
1979,15,72,5,2.5
1979,15,72,5,8.1
1979,15,72,5,6.7
1979,15,72,5,4.4
1979,15,72,5,5.7
1979,15,72,5,3.0
1979,15,72,5,3.3
1979,15,72,5,5.6
1979,15,72,5,2.3
1979,15,72,5,12.5
1979,15,72,5,2.9
1979,15,72,5,3.6
1979,15,72,6,28.1
1979,15,72,6,24.2
1979,15,72,4,35.6
1979,15,73,5,10.2
1979,15,73,5,4.5
1979,15,73,5,13.5
1979,15,73,5,15.0
1979,15,73,5,9.3
1979,15,73,5,5.0
1979,15,73,5,6.9
1979,15,73,5,6.0
1979,15,73,5,12.7
1979,15,73,5,25.5
1979,15,73,5,15.5
1979,15,73,5,10.2
1979,15,73,5,8.1
1979,15,73,5,10.1
1979,15,73,5,12.7
1979,15,73,5,5.5
1979,15,73,5,14.2
1979,15,73,5,4.1
1979,15,73,5,7.5
1979,15,73,5,16.5
1979,15,73,5,12.1
1979,15,73,5,6.2
1979,15,73,5,11.2
1979,15,73,4,22.5
1979,15,74,5,4.5
1979,15,74,5,2.0
1979,15,74,5,2.5
1979,15,74,5,3.4
1979,15,74,5,11.8
1979,15,74,5,8.0
1979,15,74,5,10.1
1979,15,74,5,5.4
1979,15,74,5,13.2
1979,15,74,5,3.8
1979,15,74,5,15.1
1979,15,74,5,13.1
1979,15,74,5,9.7
1979,15,74,5,10.8
1979,15,74,5,4.8
1979,15,74,5,7.3
1979,15,74,5,9.1
1979,15,74,5,6.8
1979,15,74,5,4.5
1979,15,74,5,7.7
1979,15,74,4,34.9
1979,15,74,6,24.6
1979,15,75,5,12.6
1979,15,75,5,2.2
1979,15,75,5,4.7
1979,15,75,5,2.3
1979,15,75,5,14.5
1979,15,75,5,17.7
1979,15,75,5,7.7
1979,15,75,5,10.1
1979,15,75,5,6.0
1979,15,75,5,8.5
1979,15,75,5,7.2
1979,15,75,13,11.7
1979,15,75,13,11.2
1979,15,75,6,35.2
1979,15,75,6,33.1
1979,15,75,4,44.2
1979,15,75,4,2.5
1979,15,75,4,25.3
1979,16,76,5,5.3
1979,16,76,5,12.1
1979,16,76,5,6.9
1979,16,76,5,9.3
1979,16,76,5,10.9
1979,16,76,5,4.5
1979,16,76,5,9.3
1979,16,76,5,6.9
1979,16,76,5,4.3
1979,16,76,5,5.5
1979,16,76,5,4.4
1979,16,76,5,3.8
1979,16,76,5,8.9
1979,16,76,5,4.5
1979,16,76,5,12.3
1979,16,76,5,6.1
1979,16,76,5,7.8
1979,16,76,5,3.1
1979,16,76,5,13.5
1979,16,76,5,4.3
1979,16,76,5,5.4
1979,16,76,5,13.3
1979,16,76,5,10.8
1979,16,76,5,6.7
1979,16,76,5,6.3
1979,16,76,5,10.2
1979,16,76,5,6.5
1979,16,76,5,6.5
1979,16,76,5,2.6
1979,16,76,5,2.3
1979,16,76,5,3.0
1979,16,76,5,5.9
1979,16,76,5,6.0
1979,16,76,5,9.0
1979,16,76,5,3.3
1979,16,76,5,2.2
1979,16,76,5,11.2
1979,16,76,5,8.9
1979,16,76,5,2.2
1979,16,76,5,5.2
1979,16,76,5,6.1
1979,16,76,5,5.7
1979,16,76,5,6.7
1979,16,76,5,3.1
1979,16,76,5,5.1
1979,16,76,5,12.4
1979,16,76,5,3.5
1979,16,76,5,3.8
1979,16,76,5,3.4
1979,16,76,5,2.3
1979,16,76,5,7.1
1979,16,76,5,2.4
1979,16,76,5,12.2
1979,16,76,5,8.0
1979,16,76,5,4.2
1979,16,76,5,5.5
1979,16,76,5,4.9
1979,16,76,5,14.9
1979,16,76,5,2.5
1979,16,76,5,8.7
1979,16,76,5,3.9
1979,16,76,5,3.2
1979,16,76,5,3.5
1979,16,76,5,3.8
1979,16,76,5,11.9
1979,16,76,5,8.5
1979,16,76,5,8.9
1979,16,76,5,2.0
1979,16,76,6,2.8
1979,16,76,6,7.8
1979,16,76,6,5.2
1979,16,76,6,5.0
1979,16,76,6,2.1
1979,16,76,6,2.2
1979,16,76,6,3.0
1979,16,76,6,2.1
1979,16,76,13,5.2
1979,16,76,13,6.8
1979,16,76,13,9.0
1979,16,77,5,6.5
1979,16,77,5,4.2
1979,16,77,5,3.4
1979,16,77,5,6.8
1979,16,77,5,3.1
1979,16,77,5,4.7
1979,16,77,5,2.0
1979,16,77,5,4.7
1979,16,77,5,3.0
1979,16,77,5,9.0
1979,16,77,5,7.7
1979,16,77,5,10.9
1979,16,77,5,2.8
1979,16,77,5,2.7
1979,16,77,5,4.3
1979,16,77,5,13.6
1979,16,77,5,6.5
1979,16,77,5,6.9
1979,16,77,5,9.1
1979,16,77,5,4.7
1979,16,77,5,10.4
1979,16,77,5,10.4
1979,16,77,5,8.2
1979,16,77,5,3.8
1979,16,77,5,6.7
1979,16,77,5,8.5
1979,16,77,5,4.6
1979,16,77,5,16.8
1979,16,77,5,6.4
1979,16,77,5,8.9
1979,16,77,5,7.0
1979,16,77,5,6.1
1979,16,77,5,23.2
1979,16,77,5,6.4
1979,16,78,5,10.9
1979,16,78,5,7.6
1979,16,78,5,8.5
1979,16,78,5,14.3
1979,16,78,5,9.8
1979,16,78,5,6.0
1979,16,78,5,10.7
1979,16,78,5,10.3
1979,16,78,5,7.5
1979,16,78,5,15.9
1979,16,78,5,11.5
1979,16,78,5,13.5
1979,16,78,5,7.6
1979,16,78,5,17.1
1979,16,78,5,11.5
1979,16,78,5,9.7
1979,16,78,5,8.2
1979,16,78,5,14.6
1979,16,78,5,4.0
1979,16,78,5,19.2
1979,16,78,5,5.3
1979,16,78,5,2.5
1979,16,78,5,5.5
1979,16,78,5,29.6
1979,16,78,5,5.0
1979,16,78,5,10.9
1979,16,78,5,4.4
1979,16,78,5,9.3
1979,16,78,5,11.9
1979,16,78,5,4.4
1979,16,78,5,7.5
1979,16,78,5,4.3
1979,16,78,5,10.5
1979,16,78,5,7.0
1979,16,78,5,2.7
1979,16,78,5,4.4
1979,16,78,5,6.4
1979,16,78,5,4.0
1979,16,78,5,8.7
1979,16,79,5,13.4
1979,16,79,5,7.9
1979,16,79,5,16.5
1979,16,79,5,14.6
1979,16,79,5,10.6
1979,16,79,5,4.1
1979,16,79,5,16.6
1979,16,79,5,6.4
1979,16,79,5,3.5
1979,16,79,5,7.3
1979,16,79,5,6.5
1979,16,79,5,12.5
1979,16,79,5,11.2
1979,16,79,5,12.4
1979,16,79,5,4.3
1979,16,79,5,3.2
1979,16,79,5,4.9
1979,16,79,5,4.7
1979,16,79,5,11.8
1979,16,79,5,15.9
1979,16,79,5,2.3
1979,16,79,5,13.1
1979,16,79,5,8.7
1979,16,79,5,11.2
1979,16,79,5,4.0
1979,16,79,5,2.3
1979,16,79,6,10.5
1979,16,80,5,6.4
1979,16,80,5,6.1
1979,16,80,5,6.5
1979,16,80,5,3.8
1979,16,80,5,4.3
1979,16,80,5,5.7
1979,16,80,5,13.2
1979,16,80,5,2.0
1979,16,80,5,12.5
1979,16,80,5,5.9
1979,16,80,5,2.7
1979,16,80,5,13.7
1979,16,80,5,15.8
1979,16,80,5,11.1
1979,16,80,5,2.1
1979,16,80,5,5.0
1979,16,80,5,3.8
1979,16,80,5,7.6
1979,16,80,5,11.8
1979,16,80,13,10.1
1979,16,80,13,7.2
1979,16,80,6,12.3
1979,16,80,6,16.3
1979,16,80,6,17.9
1979,16,80,6,14.2
1979,16,80,6,19.8
1979,16,80,6,20.1
1979,17,81,5,23.5
1979,17,81,5,7.1
1979,17,81,5,6.7
1979,17,81,5,4.0
1979,17,81,5,11.8
1979,17,81,5,13.6
1979,17,81,5,8.0
1979,17,81,5,3.9
1979,17,81,5,14.9
1979,17,81,5,8.2
1979,17,81,5,13.6
1979,17,81,5,10.6
1979,17,81,5,12.7
1979,17,81,5,2.9
1979,17,81,5,13.4
1979,17,81,5,7.9
1979,17,81,5,4.8
1979,17,81,5,7.4
1979,17,81,5,13.8
1979,17,81,5,15.1
1979,17,81,5,9.0
1979,17,81,5,5.1
1979,17,81,5,3.4
1979,17,81,5,10.0
1979,17,81,5,6.1
1979,17,81,6,2.4
1979,17,81,6,2.1
1979,17,81,6,4.0
1979,17,81,6,24.0
1979,17,82,5,18.5
1979,17,82,5,11.1
1979,17,82,5,14.8
1979,17,82,5,14.1
1979,17,82,5,12.8
1979,17,82,5,17.7
1979,17,82,5,10.2
1979,17,82,5,4.6
1979,17,82,5,5.8
1979,17,82,5,9.1
1979,17,82,5,11.1
1979,17,82,5,5.7
1979,17,82,5,12.1
1979,17,82,5,4.0
1979,17,83,5,14.1
1979,17,83,5,10.3
1979,17,83,5,5.3
1979,17,83,5,19.6
1979,17,83,5,5.0
1979,17,83,5,7.2
1979,17,83,5,12.0
1979,17,83,5,8.1
1979,17,83,5,11.7
1979,17,83,5,9.2
1979,17,83,5,7.3
1979,17,83,5,15.5
1979,17,83,5,7.9
1979,17,83,5,17.8
1979,17,83,5,19.1
1979,17,83,5,25.1
1979,17,83,5,16.1
1979,17,83,6,20.8
1979,17,84,5,19.4
1979,17,84,5,18.9
1979,17,84,5,11.3
1979,17,84,5,16.0
1979,17,84,5,6.8
1979,17,84,5,9.5
1979,17,84,5,5.4
1979,17,84,5,3.4
1979,17,84,5,24.8
1979,17,84,5,14.0
1979,17,84,5,32.2
1979,17,84,6,18.6
1979,17,85,5,14.2
1979,17,85,5,15.7
1979,17,85,5,22.0
1979,17,85,5,3.7
1979,17,85,5,24.3
1979,17,85,6,12.3
1979,17,85,6,15.5
1979,17,85,6,20.6
1983,7,1,1,7.1
1983,7,1,1,48.3
1983,7,1,1,2.2
1983,7,1,1,4.4
1983,7,1,2,4.3
1983,7,1,2,49.8
1983,7,1,2,2.2
1983,7,1,2,2.5
1983,7,1,2,6.2
1983,7,1,2,4.6
1983,7,1,2,6.1
1983,7,2,1,2.2
1983,7,2,1,2.2
1983,7,2,1,2.8
1983,7,2,1,45.7
1983,7,2,1,30.0
1983,7,2,1,4.2
1983,7,2,1,4.1
1983,7,2,1,48.8
1983,7,2,8,3.6
1983,7,2,2,5.1
1983,7,3,1,9.6
1983,7,3,1,4.6
1983,7,3,1,5.0
1983,7,3,1,6.3
1983,7,3,1,8.3
1983,7,3,1,13.8
1983,7,3,1,13.0
1983,7,3,1,9.3
1983,7,3,1,5.2
1983,7,3,1,4.4
1983,7,3,2,18.6
1983,7,3,2,3.8
1983,7,3,2,3.1
1983,7,3,3,2.6
1983,7,4,3,3.2
1983,7,4,3,3.6
1983,7,4,3,2.4
1983,7,4,2,7.8
1983,7,4,2,17.8
1983,7,4,2,2.4
1983,7,4,1,4.2
1983,7,4,1,5.7
1983,7,4,1,12.0
1983,7,4,1,4.8
1983,7,4,1,40.9
1983,7,4,1,2.5
1983,7,4,1,24.1
1983,7,4,1,2.4
1983,7,5,2,54.8
1983,7,5,2,4.6
1983,7,5,2,3.4
1983,7,5,2,2.1
1983,7,5,2,53.0
1983,7,5,2,8.1
1983,7,5,2,4.4
1983,7,5,1,2.8
1983,7,5,1,3.1
1983,7,5,1,8.4
1983,7,5,1,15.5
1983,7,5,1,3.6
1983,7,5,10,12.3
1983,7,5,10,7.5
1983,7,5,8,10.5
1983,7,5,8,9.1
1983,7,6,2,21.7
1983,7,6,2,8.7
1983,7,6,2,9.3
1983,7,6,2,6.4
1983,7,6,2,8.9
1983,7,6,2,10.5
1983,7,6,1,9.4
1983,7,7,1,10.3
1983,7,7,1,8.7
1983,7,7,1,10.2
1983,7,7,1,63.9
1983,7,7,3,61.7
1983,7,7,2,29.0
1983,7,7,2,3.7
1983,7,8,2,2.5
1983,7,8,2,34.0
1983,7,8,8,10.9
1983,7,8,8,17.5
1983,7,8,1,3.6
1983,7,8,1,15.0
1983,7,9,2,12.6
1983,7,9,2,2.6
1983,7,9,2,2.3
1983,7,9,2,2.7
1983,7,9,1,15.2
1983,7,9,1,51.8
1983,7,9,1,27.5
1983,7,9,1,10.0
1983,7,9,1,49.3
1983,7,10,2,49.6
1983,7,10,2,7.2
1983,7,10,2,12.5
1983,7,10,2,3.0
1983,7,10,2,2.5
1983,7,10,2,9.7
1983,7,10,2,14.0
1983,7,10,2,3.3
1983,7,10,3,48.5
1983,7,10,3,29.0
1983,7,10,1,5.0
1983,7,10,1,4.2
1983,7,10,1,5.2
1983,7,10,1,42.3
1983,7,10,1,34.8
1983,7,10,1,41.3
1983,7,10,1,7.7
1983,7,10,1,27.0
1983,7,10,1,7.9
1983,7,10,1,8.6
1983,7,10,1,3.8
1983,8,1,2,41.7
1983,8,1,2,2.4
1983,8,1,1,8.4
1983,8,1,1,29.6
1983,8,1,1,13.0
1983,8,1,1,37.6
1983,8,1,1,11.8
1983,8,1,1,2.2
1983,8,2,1,6.0
1983,8,2,1,3.4
1983,8,2,1,22.8
1983,8,2,1,2.1
1983,8,2,1,2.3
1983,8,2,1,3.4
1983,8,2,1,3.5
1983,8,2,1,2.0
1983,8,2,1,2.7
1983,8,2,1,2.0
1983,8,2,8,2.4
1983,8,2,8,3.2
1983,8,3,1,6.0
1983,8,3,1,7.5
1983,8,3,1,10.6
1983,8,3,1,13.3
1983,8,3,1,24.7
1983,8,3,1,36.4
