YR,STAND,PLOT,SPECIES,DIAM
1965,7,5,1,2.8
1965,7,5,1,2.5
1965,7,5,1,39.4
1965,7,5,1,2.8
1965,7,5,1,3.1
1965,7,5,1,2.0
1965,7,5,1,2.0
1965,7,5,7,3.1
1965,7,5,2,20.3
1965,7,5,2,4.6
1965,7,5,2,5.3
1965,7,5,2,6.4
1965,7,5,2,3.3
1965,7,5,2,7.9
1965,7,5,2,3.8
1965,7,5,2,6.4
1965,7,5,2,33.5
1965,7,5,8,5.6
1965,7,5,8,4.1
1965,7,5,8,3.1
1965,7,5,8,3.1
1965,7,5,8,2.0
1965,7,6,1,6.1
1965,7,6,1,40.4
1965,7,6,1,31.2
1965,7,6,1,11.9
1965,7,6,1,10.9
1965,7,6,2,2.3
1965,7,6,2,39.4
1965,7,6,2,2.8
1965,7,6,2,3.8
1965,7,6,2,2.3
1965,7,6,2,2.3
1965,7,6,2,2.0
1965,7,6,2,3.6
1965,7,6,2,3.3
1965,7,6,8,7.4
1965,7,7,2,15.0
1965,7,7,2,21.8
1965,7,7,2,8.1
1965,7,7,2,3.1
1965,7,7,2,5.1
1965,7,7,2,2.0
1965,7,7,2,15.5
1965,7,7,2,4.8
1965,7,7,2,6.9
1965,7,7,2,50.3
1965,7,7,2,2.8
1965,7,7,2,2.5
1965,7,7,2,2.3
1965,7,7,1,50.8
1965,7,7,1,12.7
1965,7,7,8,3.8
1965,7,7,8,8.6
1965,7,7,8,5.3
1965,7,7,8,3.8
1965,7,7,4,2.5
1965,7,7,4,3.3
1965,7,8,2,2.3
1965,7,8,2,2.3
1965,7,8,2,10.2
1965,7,8,2,2.3
1965,7,8,2,3.1
1965,7,8,1,8.4
1965,7,8,1,2.8
1965,7,8,1,2.5
1965,7,8,1,34.0
1965,7,8,1,13.7
1965,7,8,1,16.3
1965,7,8,8,2.0
1965,7,8,8,3.3
1965,7,8,8,2.3
1965,7,9,2,2.3
1965,7,9,2,3.8
1965,7,9,2,2.5
1965,7,9,2,2.3
1965,7,9,8,3.1
1965,7,9,8,2.0
1965,7,9,8,3.3
1965,7,9,8,3.3
1965,7,9,8,3.6
1965,7,9,8,4.1
1965,7,9,8,9.4
1965,7,9,8,4.1
1965,7,9,1,2.0
1965,7,9,1,30.5
1965,7,9,1,12.7
1965,7,9,1,9.7
1965,7,9,1,3.3
1965,7,9,1,6.4
1965,7,9,1,43.9
1965,7,9,1,18.3
1965,7,9,3,39.4
1965,7,9,7,3.8
1965,7,9,7,4.6
1965,7,10,1,2.8
1965,7,10,1,27.2
1965,7,10,1,8.4
1965,7,10,1,13.5
1965,7,10,1,35.6
1965,7,10,1,4.6
1965,7,10,1,3.3
1965,7,10,1,44.2
1965,7,10,1,2.3
1965,7,10,1,2.3
1965,7,10,1,29.0
1965,7,10,1,5.3
1965,7,10,1,9.7
1965,7,10,2,7.9
1965,7,10,2,2.5
1965,7,10,2,10.4
1965,7,10,2,3.1
1965,7,10,2,2.0
1965,7,10,2,4.3
1965,8,11,1,6.4
1965,8,11,1,17.5
1965,8,11,1,63.3
1965,8,11,1,13.2
1965,8,11,1,12.2
1965,8,11,7,5.6
1965,8,11,7,4.6
1965,8,11,3,7.6
1965,8,11,3,2.8
1965,8,11,3,2.0
1965,8,11,8,2.0
1965,8,12,1,22.4
1965,8,12,1,10.2
1965,8,12,1,10.2
1965,8,12,1,7.6
1965,8,12,1,2.5
1965,8,12,1,9.7
1965,8,12,1,3.8
1965,8,12,1,6.1
1965,8,12,1,51.8
1965,8,12,1,10.2
1965,8,12,1,2.5
1965,8,12,7,2.8
1965,8,13,1,36.8
1965,8,13,1,2.3
1965,8,13,1,3.6
1965,8,13,1,21.6
1965,8,13,1,2.0
1965,8,13,1,14.7
1965,8,13,1,48.5
1965,8,13,1,7.9
1965,8,13,1,9.4
1965,8,13,1,2.5
1965,8,13,1,2.0
1965,8,13,1,24.4
1965,8,13,1,34.5
1965,8,13,2,6.9
1965,8,13,2,3.6
1965,8,13,2,4.6
1965,8,13,2,39.9
1965,8,14,1,6.4
1965,8,14,1,9.9
1965,8,14,1,2.3
1965,8,14,1,53.3
1965,8,14,1,9.7
1965,8,14,1,4.6
1965,8,14,1,2.3
1965,8,14,1,23.1
1965,8,14,1,3.3
1965,8,14,1,4.6
1965,8,14,1,2.8
1965,8,14,1,15.5
1965,8,14,1,3.1
1965,8,14,1,2.5
1965,8,14,1,6.9
1965,8,14,1,3.8
1965,8,14,1,3.1
1965,8,14,1,3.3
1965,8,14,1,2.0
1965,8,14,1,30.7
1965,8,14,1,11.4
1965,8,14,2,3.8
1965,8,15,1,47.0
1965,8,15,1,4.3
1965,8,15,1,2.0
1965,8,15,1,17.0
1965,8,15,1,8.4
1965,8,15,1,4.6
1965,8,15,1,3.3
1965,8,15,1,3.8
1965,8,15,1,3.6
1965,8,15,1,19.6
1965,8,15,7,2.0
1965,8,15,7,3.1
1965,8,15,7,3.8
1965,8,15,8,3.8
1965,8,15,8,6.4
1965,8,15,8,4.3
1965,8,15,2,2.3
1965,8,15,2,5.6
1965,8,15,2,4.8
1965,8,16,2,2.0
1965,8,16,1,4.1
1965,8,16,1,25.7
1965,8,16,1,17.0
1965,8,16,1,18.3
1965,8,16,1,26.7
1965,8,16,1,17.8
1965,8,16,1,31.8
1965,8,16,1,4.3
1965,8,16,1,2.5
1965,8,16,1,3.1
1965,8,16,1,16.0
1965,8,16,1,26.4
1965,8,16,1,21.6
1965,8,16,7,2.5
1965,8,16,7,2.3
1965,8,16,7,4.1
1965,8,16,7,2.3
1965,8,16,7,2.3
1965,8,16,3,12.2
1965,8,17,1,9.1
1965,8,17,1,2.0
1965,8,17,1,3.1
1965,8,17,1,24.4
1965,8,17,1,5.3
1965,8,17,1,5.1
1965,8,17,1,10.9
1965,8,17,1,3.6
1965,8,17,1,16.8
1965,8,17,1,5.8
1965,8,17,1,25.4
1965,8,17,1,4.6
1965,8,17,1,3.1
1965,8,17,7,2.8
1965,8,17,2,56.4
1965,8,17,2,5.8
1965,8,17,2,5.1
1965,8,17,8,2.0
1965,8,17,8,9.4
1965,8,18,1,3.1
1965,8,18,1,8.4
1965,8,18,1,2.5
1965,8,18,1,4.8
1965,8,18,1,3.1
1965,8,18,1,5.3
1965,8,18,1,5.6
1965,8,18,1,11.4
1965,8,18,1,29.7
1965,8,18,1,4.1
1965,8,18,1,5.6
1965,8,18,1,4.8
1965,8,18,1,3.1
1965,8,18,7,2.0
1965,8,18,7,3.8
1965,8,18,7,2.5
1965,8,18,8,2.0
1965,8,18,3,38.4
1965,8,19,1,3.8
1965,8,19,1,2.3
1965,8,19,1,2.8
1965,8,19,1,3.1
1965,8,19,1,2.8
1965,8,19,1,22.6
1965,8,19,1,2.0
1965,8,19,1,2.0
1965,8,19,1,2.8
1965,8,19,1,23.1
1965,8,19,7,3.6
1965,8,19,7,3.1
1965,8,19,3,21.8
1965,8,19,2,3.1
1965,8,19,2,24.6
1965,8,20,1,37.6
1965,8,20,1,2.0
1965,8,20,1,13.2
1965,8,20,1,10.9
1965,8,20,1,3.1
1965,8,20,1,53.6
1965,8,20,1,2.5
1965,8,20,1,2.0
1965,8,20,8,5.6
1965,8,20,8,5.8
1965,8,20,8,2.3
1965,8,20,8,4.1
1965,8,20,8,10.9
1965,8,20,8,4.6
1965,8,20,8,3.1
1965,8,20,2,2.8
1965,8,20,2,2.3
1965,8,20,2,4.8
1965,8,20,2,4.8
1965,8,20,7,2.5
1965,9,21,1,10.4
1965,9,21,1,11.4
1965,9,21,1,4.3
1965,9,21,1,2.5
1965,9,21,1,9.7
1965,9,21,1,36.8
1965,9,21,2,5.3
1965,9,21,2,4.6
1965,9,21,2,2.5
1965,9,21,2,18.0
1965,9,21,2,27.2
1965,9,21,8,3.3
1965,9,21,4,2.0
1965,9,22,1,11.7
1965,9,22,1,16.8
1965,9,22,1,3.6
1965,9,22,1,2.0
1965,9,22,1,8.6
1965,9,22,1,6.9
1965,9,22,1,6.9
1965,9,22,1,2.3
1965,9,22,1,4.6
1965,9,22,1,2.0
1965,9,22,1,16.3
1965,9,22,1,18.3
1965,9,22,1,5.6
1965,9,22,1,6.6
1965,9,22,1,15.2
1965,9,22,1,4.8
1965,9,22,1,11.2
1965,9,22,1,5.8
1965,9,22,1,14.2
1965,9,22,1,4.8
1965,9,22,1,2.8
1965,9,22,1,9.1
1965,9,22,1,15.2
1965,9,22,1,19.3
1965,9,22,1,6.6
1965,9,22,2,38.6
1965,9,22,7,2.3
1965,9,23,1,3.3
1965,9,23,1,14.7
1965,9,23,1,57.7
1965,9,23,1,31.0
1965,9,23,1,2.3
1965,9,23,1,14.2
1965,9,23,1,32.0
1965,9,23,1,21.1
1965,9,23,1,5.6
1965,9,23,1,5.6
1965,9,23,1,21.6
1965,9,23,1,6.6
1965,9,23,3,8.1
1965,9,23,7,4.6
1965,9,23,7,3.1
1965,9,23,7,4.3
1965,9,23,7,3.8
1965,9,23,7,2.5
1965,9,23,2,16.5
1965,9,23,2,3.6
1965,9,24,1,2.8
1965,9,24,1,3.6
1965,9,24,1,11.7
1965,9,24,1,3.1
1965,9,24,1,29.7
1965,9,24,1,12.2
1965,9,24,1,3.3
1965,9,24,1,5.8
1965,9,24,1,13.5
1965,9,24,1,21.3
1965,9,24,1,5.3
1965,9,24,7,2.0
1965,9,24,7,3.8
1965,9,24,2,2.0
1965,9,24,2,3.1
1965,9,24,2,2.3
1965,9,24,2,3.6
1965,9,24,2,38.6
1965,9,24,2,6.1
1965,9,24,2,9.4
1965,9,24,2,4.8
1965,9,25,1,6.1
1965,9,25,1,3.3
1965,9,25,1,2.0
1965,9,25,1,2.5
1965,9,25,1,5.1
1965,9,25,1,2.0
1965,9,25,1,2.0
1965,9,25,1,9.4
1965,9,25,1,12.5
1965,9,25,1,16.0
1965,9,25,7,3.1
1965,9,25,7,4.3
1965,9,25,7,5.6
1965,9,25,7,3.8
1965,9,25,7,3.8
1965,9,25,7,2.8
1965,9,25,7,5.6
1965,9,25,7,3.3
1965,9,25,2,2.3
1965,9,25,2,3.3
1965,9,25,2,14.2
1965,9,25,2,2.8
1965,9,25,3,60.7
1965,9,26,2,4.8
1965,9,26,2,6.1
1965,9,26,2,7.6
1965,9,26,2,3.1
1965,9,26,2,9.4
1965,9,26,2,5.6
1965,9,26,2,5.8
1965,9,26,2,45.0
1965,9,26,2,2.8
1965,9,26,1,6.1
1965,9,26,1,15.2
1965,9,26,1,6.4
1965,9,26,7,3.8
1965,9,26,7,5.3
1965,9,26,7,5.8
1965,9,26,7,2.5
1965,9,26,8,4.1
1965,9,26,8,3.3
1965,9,26,8,10.7
1965,9,26,8,6.4
1965,9,26,8,11.9
1965,9,26,8,12.7
1965,9,26,8,3.8
1965,9,26,4,24.4
1965,9,27,1,2.3
1965,9,27,1,13.2
1965,9,27,1,2.3
1965,9,27,1,9.9
1965,9,27,1,3.1
1965,9,27,1,6.9
1965,9,27,1,6.4
1965,9,27,1,2.5
1965,9,27,1,2.8
1965,9,27,1,4.1
1965,9,27,8,3.3
1965,9,27,8,2.5
1965,9,27,8,3.1
1965,9,27,8,2.3
1965,9,27,8,3.1
1965,9,27,8,3.8
1965,9,27,8,2.0
1965,9,27,8,2.5
1965,9,27,8,2.3
1965,9,27,8,4.6
1965,9,27,8,2.8
1965,9,27,8,10.4
1965,9,27,8,2.5
1965,9,27,8,3.6
1965,9,27,7,2.5
1965,9,27,7,2.5
1965,9,27,7,2.5
1965,9,27,7,2.3
1965,9,27,7,2.3
1965,9,27,7,4.1
1965,9,27,7,2.5
1965,9,27,7,2.5
1965,9,27,7,3.1
1965,9,27,7,2.8
1965,9,27,7,3.1
1965,9,27,7,2.3
1965,9,27,7,2.0
1965,9,27,7,2.8
1965,9,27,7,4.6
1965,9,27,3,44.2
1965,9,27,2,7.1
1965,9,27,4,2.5
1965,9,28,1,5.3
1965,9,28,1,5.6
1965,9,28,1,4.6
1965,9,28,1,3.6
1965,9,28,1,4.8
1965,9,28,1,9.4
1965,9,28,1,7.1
1965,9,28,1,10.9
1965,9,28,1,2.5
1965,9,28,1,8.1
1965,9,28,1,21.8
1965,9,28,1,5.3
1965,9,28,1,4.3
1965,9,28,1,7.4
1965,9,28,3,27.2
1965,9,28,3,32.3
1965,9,28,3,18.3
1965,9,28,3,30.7
1965,9,29,1,57.4
1965,9,29,1,52.6
1965,9,29,1,6.6
1965,9,29,8,4.3
1965,9,29,8,3.6
1965,9,29,8,2.5
1965,9,29,8,6.9
1965,9,29,8,5.6
1965,9,29,8,4.6
1965,9,29,8,3.8
1965,9,29,3,6.4
1965,9,29,3,10.2
1965,9,29,4,31.8
1965,9,29,2,6.6
1965,9,29,2,4.8
1965,9,29,7,4.6
1965,9,29,7,2.8
1965,9,29,7,3.6
1965,9,29,7,2.0
1965,9,29,7,3.6
1965,9,30,1,54.4
1965,9,30,1,2.0
1965,9,30,7,7.9
1965,9,30,7,4.6
1965,9,30,7,4.8
1965,9,30,7,2.0
1965,9,30,7,3.3
1965,9,30,7,2.5
1965,9,30,7,2.8
1965,9,30,7,6.6
1965,9,30,7,2.8
1965,9,30,8,6.9
1965,9,30,8,2.3
1965,9,30,8,2.3
1965,9,30,8,2.5
1965,9,30,8,2.5
1965,9,30,2,45.7
1965,10,31,1,28.7
1965,10,31,1,22.4
1965,10,31,1,2.8
1965,10,31,1,3.6
1965,10,31,4,2.0
1965,10,31,7,2.5
1965,10,31,7,7.4
1965,10,31,7,7.1
1965,10,31,11,2.0
1965,10,31,11,2.8
1965,10,31,11,2.3
1965,10,31,11,2.3
1965,10,32,1,2.0
1965,10,32,1,2.3
1965,10,32,1,2.5
1965,10,32,1,27.7
1965,10,32,1,25.4
1965,10,32,1,2.3
1965,10,32,1,6.1
1965,10,32,1,42.4
1965,10,32,1,3.1
1965,10,32,7,2.0
1965,10,33,1,4.1
1965,10,33,1,33.3
1965,10,33,1,3.8
1965,10,33,1,5.3
1965,10,33,1,9.4
1965,10,33,1,2.5
1965,10,33,1,20.6
1965,10,33,1,57.2
1965,10,33,1,58.9
1965,10,33,1,2.8
1965,10,33,1,23.4
1965,10,33,1,22.9
1965,10,33,1,7.1
1965,10,33,1,4.6
1965,10,33,2,5.1
1965,10,33,2,6.4
1965,10,33,2,4.1
1965,10,34,1,6.6
1965,10,34,1,10.9
1965,10,34,1,28.2
1965,10,34,1,4.1
1965,10,34,1,9.1
1965,10,34,1,5.3
1965,10,34,1,4.6
1965,10,34,1,5.6
1965,10,34,2,31.8
1965,10,34,2,5.8
1965,10,34,3,42.7
1965,10,34,7,7.4
1965,10,34,7,3.6
1965,10,34,7,5.3
1965,10,34,7,8.1
1965,10,35,1,12.7
1965,10,35,1,4.8
1965,10,35,1,9.4
1965,10,35,1,21.3
1965,10,35,1,4.8
1965,10,35,1,2.3
1965,10,35,1,2.5
1965,10,35,7,4.6
1965,10,36,2,49.0
1965,10,36,1,8.1
1965,10,36,1,3.3
1965,10,36,1,4.1
1965,10,36,1,2.5
1965,10,36,1,17.0
1965,10,36,1,2.5
1965,10,36,1,2.5
1965,10,36,1,6.4
1965,10,36,1,6.6
1965,10,36,7,3.8
1965,10,36,7,4.1
1965,10,36,7,3.8
1965,10,36,7,2.3
1965,10,36,7,2.0
1965,10,36,7,5.1
1965,10,36,7,4.6
1965,10,36,7,2.0
1965,10,36,7,3.8
1965,10,36,7,2.5
1965,10,36,7,4.3
1965,10,36,7,3.6
1965,10,36,4,48.5
1965,10,36,4,42.4
1965,10,36,4,36.1
1965,10,36,8,9.1
1965,10,36,8,4.1
1965,10,37,1,25.2
1965,10,37,1,16.8
1965,10,37,1,3.1
1965,10,37,1,18.3
1965,10,37,1,6.6
1965,10,37,2,33.8
1965,10,37,2,5.8
1965,10,37,2,10.9
1965,10,37,2,42.7
1965,10,38,3,10.2
1965,10,38,3,24.1
1965,10,38,3,7.4
1965,10,38,3,19.1
1965,10,38,3,10.7
1965,10,38,3,19.3
1965,10,38,7,2.5
1965,10,38,7,6.1
1965,10,38,7,3.1
1965,10,38,7,2.8
1965,10,38,7,8.9
1965,10,38,1,3.3
1965,10,38,1,2.0
1965,10,38,1,3.3
1965,10,38,1,3.8
1965,10,38,1,2.0
1965,10,38,1,8.4
1965,10,38,6,28.5
1965,10,39,7,6.1
1965,10,39,7,3.1
1965,10,39,2,4.1
1965,10,39,2,3.3
1965,10,39,2,4.6
1965,10,39,2,3.6
1965,10,39,2,2.0
1965,10,39,2,2.3
1965,10,39,2,30.2
1965,10,39,2,2.3
1965,10,39,2,2.3
1965,10,39,2,2.5
1965,10,39,2,2.3
1965,10,39,2,5.1
1965,10,39,1,3.1
1965,10,39,1,14.7
1965,10,39,1,21.6
1965,10,39,1,29.0
1965,10,39,1,8.1
1965,10,39,1,5.8
1965,10,39,3,26.2
1965,10,39,8,4.1
1965,10,39,8,2.5
1965,10,40,2,29.0
1965,10,40,2,2.5
1965,10,40,2,3.1
1965,10,40,2,4.3
1965,10,40,1,12.7
1965,10,40,1,12.5
1965,10,40,1,9.4
1965,10,40,1,2.8
1965,10,40,7,2.8
1965,10,40,7,2.8
1965,10,40,7,3.1
1965,10,40,7,6.1
1965,10,40,7,3.8
1965,10,40,8,7.4
1965,10,40,8,15.0
1965,10,40,8,12.7
1965,10,40,8,4.3
1965,10,40,8,4.1
1965,10,40,3,41.2
1965,10,40,3,29.7
1965,10,40,3,3.3
1965,11,41,7,2.0
1965,11,41,7,2.3
1965,11,41,7,3.8
1965,11,41,7,3.3
1965,11,41,7,3.1
1965,11,41,7,4.6
1965,11,41,7,2.5
1965,11,41,1,25.2
1965,11,41,1,42.4
1965,11,41,1,5.6
1965,11,41,1,5.1
1965,11,41,1,4.1
1965,11,41,1,2.3
1965,11,42,7,3.6
1965,11,42,7,4.8
1965,11,42,7,3.1
1965,11,42,7,2.0
1965,11,42,7,2.5
1965,11,42,7,2.5
1965,11,42,7,2.0
1965,11,42,7,2.8
1965,11,42,7,4.6
1965,11,42,7,4.6
1965,11,42,7,2.8
1965,11,42,7,2.3
1965,11,42,7,2.0
1965,11,42,7,2.5
1965,11,42,7,4.6
1965,11,42,7,3.3
1965,11,42,7,2.5
1965,11,42,7,4.6
1965,11,42,7,6.6
1965,11,42,7,3.8
1965,11,42,7,2.5
1965,11,42,7,3.6
1965,11,42,3,51.1
1965,11,42,1,2.5
1965,11,42,1,39.4
1965,11,42,1,2.5
1965,11,42,1,6.9
1965,11,42,1,14.2
1965,11,42,1,6.1
1965,11,42,1,2.5
1965,11,43,7,4.3
1965,11,43,7,3.1
1965,11,43,7,3.3
1965,11,43,7,2.0
1965,11,43,7,4.8
1965,11,43,7,5.3
1965,11,43,7,3.3
1965,11,43,7,2.3
1965,11,43,7,3.8
1965,11,43,7,3.1
1965,11,43,7,2.5
1965,11,43,7,2.8
1965,11,43,7,2.8
1965,11,43,7,4.1
1965,11,43,7,7.1
1965,11,43,4,56.6
1965,11,43,4,31.0
1965,11,43,4,35.8
1965,11,43,3,15.8
1965,11,43,3,41.2
1965,11,43,6,6.6
1965,11,44,7,4.3
1965,11,44,7,4.1
1965,11,44,7,5.1
1965,11,44,7,5.6
1965,11,44,7,4.8
1965,11,44,7,2.3
1965,11,44,7,2.5
1965,11,44,7,2.0
1965,11,44,7,2.8
1965,11,44,7,2.0
1965,11,44,7,5.6
1965,11,44,7,2.3
1965,11,44,7,2.5
1965,11,44,7,3.8
1965,11,44,7,3.1
1965,11,44,7,2.5
1965,11,44,3,21.8
1965,11,44,6,3.6
1965,11,44,6,2.3
1965,11,44,6,2.3
1965,11,44,6,4.1
1965,11,44,6,3.1
1965,11,44,1,6.4
1965,11,44,1,8.4
1965,11,44,1,13.0
1965,11,45,7,2.0
1965,11,45,7,3.6
1965,11,45,7,4.6
1965,11,45,7,2.5
1965,11,45,7,4.3
1965,11,45,7,4.8
1965,11,45,7,3.6
1965,11,45,7,2.3
1965,11,45,7,2.5
1965,11,45,7,2.8
1965,11,45,7,2.0
1965,11,45,7,4.3
1965,11,45,7,2.8
1965,11,45,7,2.0
1965,11,45,7,4.8
1965,11,45,7,4.3
1965,11,45,7,3.8
1965,11,45,7,3.8
1965,11,45,7,5.1
1965,11,45,7,6.1
1965,11,45,7,2.5
1965,11,45,8,5.8
1965,11,45,8,8.4
1965,11,45,8,15.5
1965,11,45,8,5.3
1965,11,45,8,4.6
1965,11,45,8,5.6
1965,11,45,8,15.8
1965,11,45,3,2.3
1965,11,45,3,4.8
1965,11,45,3,12.7
1965,11,45,3,8.4
1965,11,45,3,25.9
1965,11,45,4,46.2
1965,11,45,4,27.9
1965,11,45,5,10.2
1965,11,46,1,8.1
1965,11,46,1,6.4
1965,11,46,1,6.1
1965,11,46,7,2.0
1965,11,46,7,5.1
1965,11,46,7,2.8
1965,11,46,7,3.3
1965,11,46,7,4.1
1965,11,46,8,2.5
1965,11,46,3,10.4
1965,11,46,3,13.5
1965,11,46,4,2.3
1965,11,46,4,40.9
1965,11,46,21,5.3
1965,11,46,11,2.0
1965,11,46,11,2.5
1965,11,47,1,4.3
1965,11,47,1,4.8
1965,11,47,7,3.8
1965,11,47,7,2.8
1965,11,47,7,4.1
1965,11,47,7,4.1
1965,11,47,7,3.3
1965,11,47,7,3.8
1965,11,47,7,2.3
1965,11,47,7,6.4
1965,11,47,7,3.1
1965,11,47,7,2.0
1965,11,47,7,2.5
1965,11,47,7,3.8
1965,11,47,7,2.8
1965,11,47,7,3.1
1965,11,47,7,2.5
1965,11,47,7,2.3
1965,11,47,7,4.1
1965,11,47,7,2.0
1965,11,47,7,2.0
1965,11,47,7,2.5
1965,11,47,7,2.5
1965,11,47,7,2.5
1965,11,47,7,2.5
1965,11,47,7,2.0
1965,11,47,7,2.3
1965,11,47,7,7.1
1965,11,47,4,9.4
1965,11,47,4,3.6
1965,11,47,3,46.7
1965,11,47,3,52.3
1965,11,47,5,3.6
1965,11,47,5,10.7
1965,11,47,12,2.3
1965,11,47,8,4.3
1965,11,47,8,3.3
1965,11,48,7,2.8
1965,11,48,7,2.0
1965,11,48,7,2.8
1965,11,48,7,2.0
1965,11,48,7,3.3
1965,11,48,7,4.3
1965,11,48,7,3.3
1965,11,48,7,2.5
1965,11,48,7,2.5
1965,11,48,7,2.8
1965,11,48,7,3.1
1965,11,48,7,2.3
1965,11,48,7,4.1
1965,11,48,7,3.6
1965,11,48,7,3.3
1965,11,48,7,3.1
1965,11,48,7,2.3
1965,11,48,7,3.3
1965,11,48,7,3.3
1965,11,48,7,2.8
1965,11,48,7,3.6
1965,11,48,7,4.8
1965,11,48,7,3.1
1965,11,48,7,2.5
1965,11,48,7,2.5
1965,11,48,7,3.3
1965,11,48,7,3.8
1965,11,48,7,2.3
1965,11,48,7,6.6
1965,11,48,7,2.0
1965,11,48,7,6.4
1965,11,48,3,40.6
1965,11,48,3,18.5
1965,11,48,3,3.6
1965,11,49,7,2.0
1965,11,49,7,2.0
1965,11,49,7,4.6
1965,11,49,7,5.8
1965,11,49,7,2.3
1965,11,49,7,4.3
1965,11,49,7,2.3
1965,11,49,7,2.0
1965,11,49,7,2.3
1965,11,49,7,3.8
1965,11,49,7,3.1
1965,11,49,7,3.1
1965,11,49,7,4.6
1965,11,49,3,27.7
1965,11,49,3,35.1
1965,11,49,3,22.4
1965,11,49,3,21.6
1965,11,49,3,42.9
1965,11,49,1,2.3
1965,11,49,1,12.2
1965,11,49,1,2.0
1965,11,49,1,3.8
1965,11,49,4,4.8
1965,11,49,2,2.3
1965,11,50,3,24.1
1965,11,50,3,9.1
1965,11,50,1,2.8
1965,11,50,1,4.8
1965,11,50,1,3.3
1965,11,50,1,3.3
1965,11,50,1,3.6
1965,11,50,1,2.0
1965,11,50,1,3.3
1965,11,50,1,7.4
1965,11,50,1,4.8
1965,11,50,1,7.9
1965,11,50,1,2.8
1965,11,50,1,6.9
1965,11,50,7,2.8
1965,11,50,7,4.6
1965,11,50,7,2.0
1965,11,50,7,2.8
1965,11,50,7,2.8
1965,11,50,7,2.3
1965,11,50,7,3.8
1965,11,50,7,3.1
1965,11,50,7,2.5
1965,11,50,7,4.6
1965,11,50,7,2.5
1965,11,50,7,3.1
1965,11,50,7,2.5
1965,11,50,7,2.5
1965,11,50,7,2.0
1965,11,50,7,3.3
1965,11,50,7,2.0
1965,11,50,7,2.0
1965,11,50,7,4.8
1965,11,50,7,4.3
1965,11,50,7,3.1
1965,11,50,8,4.6
1965,11,50,8,10.2
1965,11,50,8,7.9
1965,12,51,7,5.8
1965,12,51,7,2.5
1965,12,51,7,3.1
1965,12,51,7,2.8
1965,12,51,5,2.3
1965,12,51,5,2.8
1965,12,51,5,9.9
1965,12,51,5,3.6
1965,12,51,5,4.1
1965,12,51,5,2.5
1965,12,51,5,5.6
1965,12,51,5,6.6
1965,12,51,5,8.9
1965,12,51,5,12.2
1965,12,51,5,15.0
1965,12,51,5,4.8
1965,12,51,5,3.3
1965,12,51,5,15.0
1965,12,51,5,6.1
1965,12,51,5,3.8
1965,12,51,5,6.9
1965,12,51,5,5.1
1965,12,51,5,5.1
1965,12,51,5,3.8
1965,12,51,5,3.8
1965,12,51,5,16.8
1965,12,51,5,2.0
1965,12,51,5,13.5
1965,12,51,5,10.2
1965,12,51,5,7.6
1965,12,51,5,2.5
